"","Species","SpecCode.x","Genus.x","SpeciesRefNo","Author","PicPreferredName","FamCode","GenCode","BodyShapeI","Source","TaxIssue","Fresh","Brack","Saltwater","DemersPelag","AirBreathing","Vulnerability","Length","LTypeMaxM","MaxLengthRef","PriceCateg","MSeines","MGillnets","MCastnets","MTraps","MSpears","MTrawls","MDredges","MLiftnets","MHooksLines","MOther","UsedforAquaculture","UsedasBait","Aquarium","GameFish","Dangerous","Electrogenic","GoogleImage","Comments","PD50","Emblematic","Entered","DateEntered","Modified","DateModified","SpecCode.y","Genus.y","Family","Order","Class","SuperClass","Phylum","AreaCode","StockCode","Status","FAO","Invasive","MaxLengthTL","Troph","TempPrefMin","TempPrefMean","TempPrefMax"
"627","Rhinobatos rhinobatos",5016,"Rhinobatos",2683,"(Linnaeus, 1758)","Rhrhi_u0.jpg",17,1540,"elongated","O",0,0,1,1,"demersal","WaterAssumed",65.69,185,"TL",127374,"low",0,1,0,0,0,0,0,0,1,1,"never/rarely","never/rarely","never/rarely",0,"harmless","electrosensing only",1,"Inhabits sandy and muddy bottoms, from the intertidal zone to about 100 m.  Sometimes near rocky reefs (Ref. 12951).  Slow swimming over bottom or partially buried.  Feeds on benthic invertebrates, mainly crustaceans and small fishes. Males mature at ca. 56 cm TL, females at ca. 64 cm TL; born at ca. 25 cm TL (Ref. 114953).  Ovoviviparous, one or two litters per year with 4-10 embryos.",0.5,0,2,1992-02-11,65,2022-10-04,5016,"Rhinobatos","Rhinobatidae","Rhinopristiformes","Elasmobranchii","Chondrichthyes","Chordata",37,5250,"native","Mediterranean and Black Sea","No",185,4.07999992370605,19.2,26.1,28
"628","Rhinoptera marginata",8976,"Rhinoptera",4441,"(Geoffroy Saint-Hilaire, 1817)","Rhmar_u0.gif",718,953,"other","R",0,0,0,1,"benthopelagic","WaterAssumed",86.35,200,"WD",6678,"medium",0,1,0,0,0,1,0,0,1,1,"never/rarely","never/rarely","never/rarely",0,"harmless","no special ability",1,"Found in tropical to warm temperate coastal waters, but absent from islands of western Pacific.  Often forming large groups swimming near the surface and quite destructive of commercial oyster and clam beds.  Feeds on bottom-living mollusks, crustaceans and fishes.  Seldom marketed.  Ovoviviparous, gestation period up to one year with 2-6 embryos produced.",0.503899991512299,0,3,1994-03-05,14,2019-08-19,8976,"Rhinoptera","Rhinopteridae","Myliobatiformes","Elasmobranchii","Chondrichthyes","Chordata",37,9297,"native","Mediterranean and Black Sea","No",143.910003662109,3.83999991416931,17.1,19.7,21.7
"629","Rhizoprionodon acutus",899,"Rhizoprionodon",244,"(Rüppell, 1837)","Rhacu_m2.jpg",11,2481,"fusiform / normal","R",0,1,1,1,"benthopelagic","WaterAssumed",60.97,175,"TL",12693,"medium",0,1,0,1,0,1,0,0,1,0,"never/rarely","never/rarely","never/rarely",1,"harmless","electrosensing only",1,"Found on continental shelves, often on sandy beaches and rarely in estuaries (Ref. 244).  Reported to enter freshwater and recorded several times from Cambodia as far upstream as the Great Lake (Ref. 12693).  Occurs near the surface in shallow waters (Ref. 12693).  Feeds mainly on small pelagic and benthic bony fishes, also cephalopods and other invertebrates (Ref. 244).  Viviparous (Ref. 50449).  Utilized fresh and possibly dried salted for human consumption and for fishmeal (Ref. 9997).  The 178 cm specimen recorded off Africa is possibly based on some other species (Ref. 9997).",0.507799983024597,0,23,1992-06-15,2,2004-01-27,899,"Rhizoprionodon","Carcharhinidae","Carcharhiniformes","Elasmobranchii","Chondrichthyes","Chordata",37,915,"questionable","Mediterranean and Black Sea","Yes",175,4.25,19.6,26.9,28.5
"630","Rhynchoconger trewavasae",57764,"Rhynchoconger",7446,"Ben-Tuvia, 1993","Rhtre_u0.jpg",62,4438,"eel-like","O",0,0,0,1,"bathydemersal","WaterAssumed",42.8,57,"TL",7446,"medium",0,0,0,1,0,0,0,0,0,0,"never/rarely","never/rarely","never/rarely",0,"harmless","no special ability",1,"Swims close to the bottom in zigzag movements.  Caught by traps and trammel nets (Ref. 7446).",0.507799983024597,0,14,2001-02-19,97,2005-12-07,57764,"Rhynchoconger","Congridae","Anguilliformes","Teleostei","Osteichthyes","Chordata",37,47287,"introduced","Mediterranean and Black Sea","Yes",57,3.91000008583069,NA,NA,NA
"631","Rhynchogadus hepaticus",1803,"Rhynchogadus",4774,"(Facciolà, 1884)","Rhhep_u0.jpg",180,10319,"fusiform / normal","R",0,0,0,1,"bathypelagic","WaterAssumed",10,10,"SL",4774,NA,0,0,0,0,0,0,0,0,0,0,"never/rarely","never/rarely","never/rarely",0,"harmless","no special ability",1,"Rare species of deep waters.",1,0,5,1990-10-25,65,2013-07-15,1803,"Rhynchogadus","Moridae","Gadiformes","Teleostei","Osteichthyes","Chordata",37,1999,"endemic","Mediterranean and Black Sea","No",12.1999998092651,3.27999997138977,NA,NA,NA
"632","Rostroraja alba",7613,"Rostroraja",27314,"(Lacepède, 1803)","Roalb_u0.jpg",19,4734,"other","R",0,0,0,1,"demersal","WaterAssumed",90,230,"TL",11284,"medium",0,0,0,0,0,1,0,0,1,1,"never/rarely","never/rarely","never/rarely",1,"traumatogenic","weakly discharging",1,"Inhabit shelf and slope waters (Ref. 4426).  Found on sand and rock-sand bottom (Ref. 6808).  A bottom-predator of bony fishes, other elasmobranchs, fish offal, crabs, shrimps, mysids, octopi, and cuttlefish (Ref. 5578).  Minimum depth reported taken from Ref. 4426.  Maximum length for female is 202 cm (Ref. 41333).  Oviparous.  Distinct pairing with embrace.  Young may tend to follow large objects, such as their mother (Ref. 205).  Eggs are oblong capsules with stiff pointed horns at the corners deposited in sandy or muddy flats (Ref. 205).  Egg capsules are 12.5-18.3 cm long and 10.0-13.9 cm wide (Ref. 41250).  About 55-156 eggs are produced per individual annually (Ref. 41250).",1,0,18,1993-03-13,393,2010-04-06,7613,"Rostroraja","Rajidae","Rajiformes","Elasmobranchii","Chondrichthyes","Chordata",37,7917,"native","Mediterranean and Black Sea","No",230,4.40999984741211,8.8,13.5,17.5
"633","Ruvettus pretiosus",1044,"Ruvettus",6181,"Cocco, 1833","Rupre_f0.jpg",414,1045,"elongated","R",0,0,0,1,"benthopelagic","WaterAssumed",90,300,"TL",5951,"medium",1,1,0,0,0,1,0,0,1,0,"never/rarely","never/rarely","never/rarely",1,"poisonous to eat","no special ability",1,"Usually over the continental shelf, sometimes in oceanic waters down to 800 m (Ref. 9302).  Usually solitary or in pairs near the bottom (Ref. 6181).  Migrates far offshore (Ref. 26139).  Pelagic (Ref. 5951).  Feeds on fish, crustaceans and squid (Ref. 6181).  The peculiar wooden 'palu' or <i>Ruvettus</i> hook is used to catch this species in south central Pacific (Ref. 6181).  The flesh is very oily, with purgative properties, if eaten much (Ref. 6181).  Marketed fresh and as fish cakes in Japan (Ref. 9302); also processed into fishmeal (Ref. 5217).  Maximum length reported to reach up to 2 m only (Heemstra, pers. comm. 03/03).",1,0,2,1990-10-17,2237,2023-01-11,1044,"Ruvettus","Gempylidae","Scombriformes","Teleostei","Osteichthyes","Chordata",37,1060,"native","Mediterranean and Black Sea","No",300,4.17999982833862,8.6,12.9,19
"634","Salaria basilisca",46339,"Salaria",5981,"(Valenciennes, 1836)","Sabas_f0.jpg",392,4760,"fusiform / normal","O",0,0,0,1,"demersal","FacultativeGenus",10,18,"TL",5981,"unknown",0,0,0,0,0,0,0,0,0,0,"never/rarely","never/rarely","never/rarely",0,"harmless","no special ability",1,"Adults occur among seagrass, sometimes on rocky bottoms.  Eggs produced by several females are guarded by male.  Individuals are first females then change to males (Ref. 5981).  Oviparous.  Eggs are demersal and adhesive (Ref. 205), and are attached to the substrate via a filamentous, adhesive pad or pedestal (Ref. 94114).  Larvae are planktonic, often found in shallow, coastal waters (Ref. 94114).",0.531199991703033,0,34,1998-02-15,2,2014-02-28,46339,"Salaria","Blenniidae","Blenniiformes","Teleostei","Osteichthyes","Chordata",37,39048,"endemic","Mediterranean and Black Sea","No",18,2,17.4,18.8,19.7
"635","Salaria pavo",1701,"Salaria",5981,"(Risso, 1810)","Sapav_u4.jpg",392,4760,"fusiform / normal","R",0,0,1,1,"demersal","Facultative",25.08,13,"TL",5981,"unknown",0,0,0,0,0,0,0,0,0,0,"never/rarely","never/rarely","never/rarely",0,"harmless","no special ability",1,"Adults occur in the intertidal zone and shallow bottoms, on rocks or sand between pebbles and vegetation (Ref. 5981).  Often in brackish waters down to 5 ppt (Ref. 5981).  Inhabit crevices or piddock holes, males remain in cavities above water-level during low tide (Ref. 5981).  Feed on benthic invertebrates, mainly mollusks, also algae (Ref. 5981).  Also ingest large amounts of aquatic insects and pupae (Ref. 94105).  Oviparous (Ref. 205).  Mature males adopt a passive role during courtship, rarely court females, do not defend nest territory, but provide parental care to eggs.  Sneaker males assume a female-like behavior in order to approach the nests of nesting males and parasitically fertilize the eggs (Ref. 94113).  Eggs are demersal and adhesive (Ref. 205).  Has been reared in captivity (Ref. 35421).",0.531199991703033,0,5,1990-10-22,2,2014-02-28,1701,"Salaria","Blenniidae","Blenniiformes","Teleostei","Osteichthyes","Chordata",37,1897,"native","Mediterranean and Black Sea","No",13,2,15,18.8,21.2
"636","Salmo salar",236,"Salmo",86798,"Linnaeus, 1758","Sasal_ub.jpg",76,6009,"fusiform / normal","O",0,1,1,1,"benthopelagic","WaterAssumed",45.37,150,"TL",7251,"very high",0,1,0,1,0,0,0,0,1,1,"commercial","never/rarely","never/rarely",1,"harmless","no special ability",1,"Amphihaline species, spending most of its life in freshwater (Ref. 51442). Occurs in lakes and rocky runs and pools of small to large rivers (Ref. 86798).  Some landlocked populations exist. Found in all rivers where temperature rises above 10° C for about 3 months per year and does not exceed 20° C for more than a few weeks in summer (Ref. 59043) (preferred temperatures 4-12°C). Juveniles may live in cold lakes in northern Europe (Ref. 59043). Parr (i.e. juveniles) are territorial and are found in the upper reaches of rivers and streams, in riffle areas with strong current and rough gravel bottoms (Ref. 7471). During winter, parr seek refuge in small spaces or under stones during the day (Refs. 59043, 89461). Young remain in freshwater for 1 to 6 years, then migrate to coastal marine waters or even to open oceans where they remain for 1 to 4 years before returning to freshwater  for spawning (Ref. 51442). Adults inhabit cooler waters with strong to moderate flow (Ref. 44894). The Atlantic salmon is reported to live up to 10 years, but most individuals only reach 4-6 years (Ref. 88187). Juveniles feed mainly on aquatic insects, mollusks, crustaceans and fish; adults at sea feed on squids, shrimps, and fish (Ref. 51442). Most populations depend mostly or exclusively on stocking due to degradations of environmental conditions.  Fishing pressure on wild stocks has decreased due to intensive farming but other problems have increased. Farmed salmons escape in large numbers and move to any river and hybridize with wild stocks (Ref. 59043). This species may hybridize with trout (Salmo trutta) (Ref. 59043). Diseases of the species include furunculosis (Aeromonas salmonicida), corynebacterial kidney disease (Renibacterium salmoninarum), enteric red mouth disease (Yersinia ruckeri), infectious pancreatic necrosis virus, bacterial kidney disease, fin rot and fungus infections (Ref. 5951). Marketed fresh, dried or salted, smoked, and frozen; eaten steamed, fried, broiled, cooked in microwave, and baked (Ref. 9988).",0.5,0,2,1990-10-17,10,2018-05-09,236,"Salmo","Salmonidae","Salmoniformes","Teleostei","Osteichthyes","Chordata",37,250,"native","Mediterranean and Black Sea","Yes",150,4.5,1.5,9.3,15.3
"637","Salmo trutta",238,"Salmo",4779,"Linnaeus, 1758","Satru_u2.jpg",76,6009,"fusiform / normal","R",0,1,1,1,"pelagic-neritic","WaterAssumed",56.26,140,"SL",682,"very high",0,1,0,1,0,0,0,0,1,0,"commercial","never/rarely","never/rarely",1,"potential pest","no special ability",1,"Found in streams, ponds, rivers and lakes (Ref. 5951).  Individuals spend 1 to 5 years in fresh water and 6 months to 5 years in salt water (Ref. 51442).  Juveniles mature in 3-4 years (Ref. 6885).  Lacustrine populations undertake migration to tributaries and lake outlets to spawn, rarely spawning on stone, wave-washed lake shores.  Spawns in rivers and streams with swift current, usually characterized by downward movement of water intro gravel (Ref. 59043).  Spawning takes place normally more than one time (Ref. 51442).  They prefer cold, well-oxygenated upland waters although their tolerance limits are lower than those of rainbow trout and favors large streams in the mountainous areas with adequate cover in the form of submerged rocks, undercut banks, and overhanging vegetation (Ref. 6465).  Life history and spawning behavior is similar to the salmon <i>Salmo salar</i> (Ref. 51442).  Each female produces about 10.000 eggs (Ref. 35388, Ref. 51442).  Mainly diurnal (Ref. 682).  Sea and lake trouts forage in pelagic and littoral habitats, while sea trouts mainly close to coast, not very far from estuary of natal river (Ref. 59043).  Juveniles feed mainly on aquatic and terrestrial insects; adults on mollusks, crustaceans and small fish (Ref. 26523, Ref. 51442).  Marketed fresh and smoked; eaten fried, broiled, boiled, cooked in microwave, and baked (Ref. 9988).",0.5,0,2,1990-10-17,10,2015-05-12,238,"Salmo","Salmonidae","Salmoniformes","Teleostei","Osteichthyes","Chordata",37,252,"native","Mediterranean and Black Sea","Yes",170.800003051758,3.35999989509583,6.5,10.1,15.8
"638","Sarda sarda",115,"Sarda",168,"(Bloch, 1793)","Sasar_u3.jpg",416,939,"fusiform / normal","R",0,0,1,1,"pelagic-neritic","WaterAssumed",32.68,91.4000015258789,"FL",168,"high",1,1,0,1,0,0,0,0,1,0,"never/rarely","never/rarely","never/rarely",1,"reports of ciguatera poisoning","no special ability",1,"Epipelagic, neritic and schooling species that may enter estuaries.  Known to be cannibalistic, adults prey on small schooling fishes, invertebrates like squid and shrimps and can swallow relatively large prey.  Eggs and larvae pelagic (Ref. 6769).  Utilized fresh, dried or salted, smoked, canned and frozen (Ref. 9987).  Able to adapt to different temperatures 12° to 27°C and salinities 14 to 39 (Ref. 36731).",0.531199991703033,0,2,1990-10-17,949,2008-09-10,115,"Sarda","Scombridae","Scombriformes","Teleostei","Osteichthyes","Chordata",37,129,"native","Mediterranean and Black Sea","No",101.449996948242,4.23000001907349,7,10.7,23.4
"639","Sardina pilchardus",1350,"Sardina",188,"(Walbaum, 1792)","Sapil_u6.jpg",796,7390,"fusiform / normal","R",0,1,1,1,"pelagic-neritic","WaterAssumed",30.31,27.5,"SL",74552,"low",1,1,0,1,0,1,0,0,0,1,"never/rarely","never/rarely","never/rarely",0,"harmless","no special ability",1,"Littoral species (Ref. 6808).   Form schools, usually at depths of 25 to 55 or even 100 m by day, rising to 10 to 35 m at night.  Feed mainly on planktonic crustaceans, also on larger organisms.  Spawn in batches (Ref. 51846), in the open sea or near the coast, producing 50,000-60,000 eggs with a mean diameter of 1.5 mm (Ref. 35388).  Marketed fresh, frozen or canned.  Also utilized dried or salted and smoked; can be pan-fried, broiled and microwaved (Ref. 9988).",1,0,3,1990-10-17,303,2013-07-15,1350,"Sardina","Alosidae","Clupeiformes","Teleostei","Osteichthyes","Chordata",37,1368,"native","Mediterranean and Black Sea","No",33.5499992370605,3.05999994277954,7.1,10.3,17.3
"640","Sardinella aurita",1043,"Sardinella",188,"Valenciennes, 1847","Saaur_u4.jpg",794,3475,"fusiform / normal","R",0,0,1,1,"pelagic-neritic","WaterAssumed",28.98,41,"TL",825,"medium",1,1,0,0,0,1,0,0,0,0,"never/rarely","usually","never/rarely",0,"harmless","no special ability",1,"A coastal, pelagic, species preferring clear saline waters, usually with maximum temperatures below 24°C (Ref. 27121). Found inshore and near surface to edge of shelf and down to 350m, or perhaps even deeper; schooling and strongly migratory, often rising to surface at night and dispersing (Ref. 188, 6683). It is a cold water species, temperatures between 18-25°C, approaching the coast and shoaling near the surface in the period of upwelling, but retreating below the thermocline in the hot season, down to depths of 200 to 300m (Ref. 2945, 3259). It feeds mainly on zooplankton, especially copepods and larvae of mysids, but also some phytoplankton, especially by juveniles (Ref. 188, 27121, 86940). It breeds perhaps at all times of the year, but with distinct peaks; the breeding pattern is extremely complex, with two principal spawning periods in some areas (Ref. 188). There is no spawning in Black Sea (Ref. 6683). The juveniles tend to stay in nursery areas, but on maturity rejoin adult stocks in the colder offshore waters (Ref. 188). Trematode found in intestinal tract (Ref. 37032).",0.5,0,3,1990-10-17,1,2019-12-18,1043,"Sardinella","Dorosomatidae","Clupeiformes","Teleostei","Osteichthyes","Chordata",37,1059,"native","Mediterranean and Black Sea","Yes",41,3.40000009536743,13.3,18.8,26.3
"641","Sardinella gibbosa",1508,"Sardinella",114969,"(Bleeker, 1849)","Sagib_u2.jpg",794,3475,"fusiform / normal","R",0,0,0,1,"pelagic-neritic","WaterAssumed",17.4,29.6000003814697,"TL",116943,"low",1,1,0,0,0,1,0,1,0,1,"never/rarely","never/rarely","never/rarely",0,"harmless","no special ability",1,"Forms schools in coastal waters.  Adults feed on phytoplankton and zooplankton (crustacean and molluscan larvae) (Ref. 5213, 5284). Juveniles predominantly prefer crustaceans expanding to include phytoplankton in the diet as their length increases (Ref. 34224). Marketed fresh, dried-salted, boiled or made into fish balls.  Possible or even probable confusion with other species (especially <i>S. fimbriata</i> in Indian waters) makes published biological data potentially unreliable.",0.5,0,3,1990-10-17,65,2018-02-07,1508,"Sardinella","Dorosomatidae","Clupeiformes","Teleostei","Osteichthyes","Chordata",37,1701,"native","Mediterranean and Black Sea","Yes",29.6000003814697,2.84999990463257,23.6,28.1,29.1
"642","Sardinella maderensis",1047,"Sardinella",188,"(Lowe, 1838)","Samad_u3.jpg",794,3475,"fusiform / normal","R",0,0,1,1,"pelagic","WaterAssumed",32.83,30,"SL",188,"medium",1,1,1,0,0,1,0,0,0,1,"never/rarely","usually","never/rarely",0,"harmless","no special ability",1,"A coastal, pelagic species, but tolerant of low salinities (Ref. 188, 5286, 27000, 86940); sometimes in estuaries and lagoons (Ref. 188, 2683). It forms schools, preferring waters of 24°C, at surface or at bottom down to 50m, strongly migratory (Ref. 188, 5286). It feeds on a variety of small planktonic invertebrates, also fish larvae and phytoplankton (Ref. 188, 27165). It breeds only once in the year, during the warm season between July and September, in coastal waters; juveniles and adults show clear north-south migrations in the Gabon-Congo-Angola sector and the Sierra Leone-Mauritania sector of the Atlantic Ocean, each area having nurseries; these movements are correlated with the seasonal upwelling (Ref. 188). It is of considerable importance off West African coasts, but combined with <i>Sardinella aurita</i> in most statistics, partly because both species are often caught together (Ref. 188).",0.5,0,3,1990-10-17,675,2019-11-25 17:43:43,1047,"Sardinella","Dorosomatidae","Clupeiformes","Teleostei","Osteichthyes","Chordata",37,1063,"native","Mediterranean and Black Sea","No",36.5999984741211,3.20000004768372,18,21,27.9
